COD_ISBN	AUTORI	TITOLO	STITOLO	EDIZIONE	TITOLOC	PREZZO	NUPAG	NOTA
9788808665119	"AMALDI Ugo"	"Le traiettorie della fisica.azzurro"		"Seconda edizione"	"Meccanica, Termodinamica, Onde"	3440	536	", , 210x285, 2017"
9788808176080	"AMALDI Ugo"	"Le traiettorie della fisica.azzurro"		"Seconda edizione"	"Volume per il quinto anno"	2410	352	", , 210x285, 2017"
9788808564108	"AMALDI Ugo"	"Le traiettorie della fisica.azzurro"		"Seconda edizione"	"Volume Elettromagnetismo"	1920	264	", , 210x285, 2017"
9788808288769	"AMALDI Ugo"	"Le traiettorie della fisica.azzurro"		"Seconda edizione"	"Idee per imparare"	1050	160	", , 210x285, 2017"
9788808519511	"AMALDI Ugo"	"Le traiettorie della fisica.azzurro"		"Seconda edizione"	"Idee per imparare volume per il quinto anno"	761	0	", , 0x0, 2017"
9788808157966	"CAVALLO BORGIA Rossella-FRANZONI Massimo-GALGANO Francesco-MEMMO Daniela-PECCENINI Flavio"	"Art. 1414-1446"	"Simulazione. Nullità. Annullabilità del contratto"	"1 ed."	"Volume unico"	6650	584	"180x245, 1998"
9788808062352	"GOLDSTEIN Elliott S.-KILPATRICK Stephen T.-KREBS Jocelyn E.-LEWIN Benjamin"	"Il gene"		"Seconda edizione compatta"	"Volume unico"	9100	800	"210x295, 2011"
9788808059116	"ALBANI Paolo-BUONARROTI Berlinghiero"	"Aga magéra difúra"	"Dizionario delle lingue immaginarie"		"Volume unico"	1480	480	"196x265, 2011"
9788808420350	"VENTRE Aldo"	"Algebra lineare e algoritmi"			"Volume unico"	2000	208	", , 170x240, 2019"
9788808634733	"MIRRI Luigi-PARENTE Michele"	"Fisica ambientale"			"Volume per il quinto anno"	2520	200	"197x266, 2014"
9788808769688	"MIRRI Luigi-PARENTE Michele"	"Fisica ambientale"			"Volume per il secondo biennio"	1920	232	"197x266, 2014"
9788808253088	"GOODALL Jane-VOZZA Lisa"	"La mia vita con gli scimpanzé"	"Una storia dalla parte degli animali"		"Volume unico + risorse digitali"	1230	192	"Lisa Vozza, Donata Cucchi, 115x176, 2014"
9788808169921	"HARVEY SLOWIKOWSKA Monica-RAVANO Anna"	"Wow the Word on Words"	"Dizionario Inglese Italiano di parole e frasi idiomatiche colloquiali e gergali"	"Seconda edizione"	"Volume unico (con CD-ROM e licenza annuale online individuale a privati)"	4900	1184	"165x217, 2012"
9788808038104	"FERRI Luigi"	"Art. 315-342"	"Potestà dei genitori"	"1 ed."	"Volume unico"	2500	200	"175x245, 1988"
9788808019080	"FERRI Luigi"	"Art. 449-455"	"ATTI DELLO STATO CIVILE"	"1 ed."	"Volume unico"	2500	168	"175x245, 1974"
9788808421135	"CAVALLO Paolo-GEDRESSI Chiara"	"Metti la quinta"	"Verso la prova orale di scienze"		"Volume unico"	1410	176	", , 197x265, 2016"
9788808162465		"Grammatica spagnola"	"Con esercizi di autoverifica, cd audio per l'ascolto ed esercizi online"	"Seconda edizione"	"Volume unico con CD-audio/mp3 ed esercizi online"	2110	240	", , 145x210, 2015"
9788808061270	"BENEVENTI Lisa"	"Grammaire en situation"			"Volume unico"	2320	288	"210x285, 2011"
9788808182883	"GORDON Marjory-RIGON Luisa Anna"	"Diagnosi infermieristiche"	"Processo e applicazioni"		"Volume unico"	6000	576	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 197x270, 2009"
9788808130259	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"Biologia molecolare, genetica, evoluzione"	2040	176	", , 210x285, 2017"
9788808277091	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"Polimeri, biochimica, biotecnologie e sostenibilità S"	3150	344	", , 210x285, 2017"
9788808464057	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"Organismi, cellule, genomi"	4000	464	", , 210x285, 2017"
9788808476685	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"Chimica, organismi, cellule"	3480	400	", , 210x285, 2017"
9788808551177	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"Biochimica e biotecnologie"	2440	264	", , 210x284, 2017"
9788808720979	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"Dagli organismi alle cellule"	2670	304	", , 210x285, 2017"
9788808791405	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"Il corpo umano con chimica organica S"	4110	448	", , 210x285, 2017"
9788808844842	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"Dal carbonio alle biotecnologie"	3080	392	", , 210x285, 2017"
9788808889195	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"Biologia molecolare, genetica, corpo umano"	4120	472	", , 210x285, 2017"
9788808924131	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"Il corpo umano"	2980	320	", , 210x285, 2017"
9788808299321	"BARNES N Sue-CURTIS Helena-GANDOLA Laura-LANCELLOTTI Lorenzo-MASSARINI Alicia-ODONE Roberto-SCHNEK Adriana"	"Il nuovo Invito alla biologia.blu"			"La cellula e l'evoluzione dei viventi"	2260	256	", , 210x285, 2017"
9788808058553	"CUOMO ULLOA Francesca"	"La mediazione nel processo civile riformato"			"Volume unico"	5190	280	"180x245, 2011"
9788808160263	"ROMENI Claudio"	"La fisica dei cambiamenti climatici"			"Volume unico"	1160	120	"197x266, 2014"
9788808580047	"MINGHETTI Paola"	"Legislazione farmaceutica"		"Nona edizione"	"Volume unico"	6550	800	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2018"
9788808063113	"FRASCAROLI SANTI Elena"	"Art. 84-91"	"Custodia e amministrazione delle attività fallimentari"	"1 ed."	"Volume unico"	4800	288	"180x245, 2009"
9788808143778	"LEPRE Aurelio-PETRACCONE Claudia"	"La storia"		"Quarta edizione"	"Volume 3 con risorse digitali Scuolabook"	3320	616	"197x266, 2012"
9788808198327	"LEPRE Aurelio-PETRACCONE Claudia"	"La storia"		"Quarta edizione"	"Volume 1 multimediale con DVD-ROM Navigare nel tempo e nello spazio"	3200	424	"197x266, 2012"
9788808243768	"LEPRE Aurelio-PETRACCONE Claudia"	"La storia"		"Quarta edizione"	"Volume 2 con risorse digitali Scuolabook"	2950	480	"197x266, 2012"
9788808201072	"IARRERA Francesco-PILOTTI Giorgio"	"Libro visuale Esplora il mondo"			"Volume 3"	2060	264	"230x285, 2014"
9788808235145	"IARRERA Francesco-PILOTTI Giorgio"	"Libro visuale Esplora il mondo"			"Volume 3 In poche parole"	600	72	"230x285, 2014"
9788808267788	"IARRERA Francesco-PILOTTI Giorgio"	"Libro visuale Esplora il mondo"			"Volume 1 con Le regioni italiane"	1730	248	"230x285, 2014"
9788808301079	"IARRERA Francesco-PILOTTI Giorgio"	"Libro visuale Esplora il mondo"			"Volume 1 In poche parole"	600	72	"230x285, 2014"
9788808801067	"IARRERA Francesco-PILOTTI Giorgio"	"Libro visuale Esplora il mondo"			"Volume 1"	1420	208	"230x285, 2014"
9788808901064	"IARRERA Francesco-PILOTTI Giorgio"	"Libro visuale Esplora il mondo"			"Volume 2"	1900	240	"230x285, 2014"
9788808935137	"IARRERA Francesco-PILOTTI Giorgio"	"Libro visuale Esplora il mondo"			"Volume 2 In poche parole"	600	72	"230x285, 2014"
9788808124074	"CANNAROZZO Renato-CUCCHIARINI Lanfranco-MESCHIERI William-ZAVANELLA Vera"	"Topografia e costruzioni"	"per Geotecnico"		"Costruzioni con risorse digitali Scuolabook"	3390	504	"197x266, 2012"
9788808237002	"CANNAROZZO Renato-CUCCHIARINI Lanfranco-MESCHIERI William-ZAVANELLA Vera"	"Topografia e costruzioni"	"per Geotecnico"		"Topografia con risorse digitali Scuolabook"	3390	528	"197x266, 2012"
9788808249081	"CANNAROZZO Renato-CUCCHIARINI Lanfranco-MESCHIERI William-ZAVANELLA Vera"	"Topografia e costruzioni"	"per Geotecnico"		"Topografia e Costruzioni con risorse digitali Scuolabook"	2390	440	"197x266, 2012"
9788808598790	"BERNARDINI Lucia-PACI Giampietro-PACI Riccardo"	Tecnologia.verde	Informatica		"Confezione Informatica + Coding"	1290	144	", , 230x285, 2020"
9788808820174	"OLMI Barbara-STRAULINO Samuele"	Astronomia	"Per gli studenti di scienze della formazione primaria"		"Volume unico + ebook"	1801	0	", , 0x0, 2020"
9788808068491	"DERRICKSON Bryan-TORTORA Gerard J."	"Conosciamo il corpo umano"	"Anatomia, fisiologia, educazione alla salute"		"Volume unico"	3880	496	"210x285, 2009"
9788808720993		"il Mini di Italiano"	"Dizionario della lingua italiana"		"Volume unico"	800	800	", , 80x112, 2017"
9788808257321	"WEINBERG Robert"	"La biologia del cancro"		"Prima edizione italiana condotta sulla seconda edizione americana"	"Volume unico"	11350	1008	"Rev. di A. Amadori. Trad. di V. Ciminale, A. De Rossi, S. Indraccolo, A. Rosato, P. Zanovello., , 210x295, 2016"
9788808221117	"DINUCCI Federico-DINUCCI Manlio-PELLEGRINI Carla"	"Diario di viaggio"			"Volume 1"	1900	336	", , 230x285, 2017"
9788808326133	"DINUCCI Federico-DINUCCI Manlio-PELLEGRINI Carla"	"Diario di viaggio"			"Idee per imparare 1"	780	120	", , 230x285, 2017"
9788808531698	"DINUCCI Federico-DINUCCI Manlio-PELLEGRINI Carla"	"Diario di viaggio"			"Idee per imparare 2"	780	112	", , 230x285, 2017"
9788808531902	"DINUCCI Federico-DINUCCI Manlio-PELLEGRINI Carla"	"Diario di viaggio"			"Volume 3"	2160	368	", , 230x285, 2017"
9788808629586	"DINUCCI Federico-DINUCCI Manlio-PELLEGRINI Carla"	"Diario di viaggio"			"Idee per imparare 3"	770	120	", , 230x285, 2017"
9788808842688	"DINUCCI Federico-DINUCCI Manlio-PELLEGRINI Carla"	"Diario di viaggio"			"Volume 2"	1880	328	", , 230x285, 2017"
9788808052865		"Art. 2028-2042"	"Luigi Aru GESTIONE D'AFFARI. Enrico Moscati PAGAMENTO DELL'INDEBITO. Paolo D'Onofrio ARRICCHIMENTO SENZA CAUSA"	"2 ed."	"Volume unico"	7250	674	"(1ª ed., 1957), 180x245, 1981"
9788808183866	"CREMONA Ottavio-LOWE James-SICA Gigliola-STEVENS Alan"	"Istologia umana"	"Testo atlante di Istologia e Anatomia microscopica"	"Terza edizione"	"Volume unico"	7100	440	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 215x280, 2008"
9788808076014	"PETTINARI Claudio-PIAZZINI Stefano-RIPPA Mario"	"La chimica di Rippa"		"Terza edizione di Fondamenti di chimica"	"Volume unico"	4210	608	"Bovolenta / Zanichelli, 197x285, 2005"
9788808140814	"AMALDI Ugo"	"Le traiettorie della fisica.azzurro"	"Da Galileo a Heisenberg con Physics in English"		"Volume unico"	4290	648	"197x266, 2012"
9788808240941	"AMALDI Ugo"	"Le traiettorie della fisica.azzurro"	"Da Galileo a Heisenberg con Physics in English"		"Onde, Relatività e quanti"	1040	128	"197x266, 2012"
9788808157911	"LIBERATORE Antonino-MARCHESELLI Licia-MONTI Michele-NALDI Giovanni"	"manuale cremonese di ELETTROTECNICA"	"Per i Nuovi Tecnici: articolazioni di elettronica, elettrotecnica e automazione"	"quarta edizione"	"Volume rilegato"	6750	1968	"160x220, 2015"
9788808070029	"ROTELLI Ettore"	"Art. 128-133"	"LE REGIONI, LE PROVINCIE, I COMUNI. TOMO III"	"1 ed."	"Volume unico"	3200	240	"180x250, 1990"
9788808335036	"SAMMARONE Sergio"	"Rappresentazione e tecnologia industriale"		"seconda edizione"	"Volume unico"	2400	328	"230x285, 2014"
9788808435033	"SAMMARONE Sergio"	"Rappresentazione e tecnologia industriale"		"seconda edizione"	"Volume unico"	2620	328	"230x285, 2014"
9788808720528	"LAVAGNA Elvio-LUCARNO Guido-RIGOBELLO Paola Maria"	"Geografia per insegnare"	"Idee e strumenti per la didattica"		"Volume unico"	1920	208	", , 170x240, 2018"
9788808421333	"EDIGEO "	"Russo compatto"	"Dizionario Russo-Italiano Italiano-Russo"	"Quarta edizione"	"Volume unico"	1700	504	", , 130x178, 2017"
9788808059437	"READ Andrew-STRACHAN Tom"	"Genetica molecolare umana"		"Prima edizione Zanichelli condotta sulla quarta edizione americana"	"Volume unico"	9900	896	"Trad. di F. Acquati, G. Binelli, S. Dolfini, R. Favaro, D. Ghisotti, L. Gianfranceschi, E. Pè, A. Ronchi. Rev. M. Sari Gorla, 210x295, 2012"
9788808721136	"DI PALMA Giuseppe-FORMICHI Fiorenzo-MEINI Giorgio"	"Computer & coding"			"Volume unico"	1030	176	", , 230x285, 2017"
9788808183880	"SANSONI Julita-SHAW Sally"	"Leadership infermieristica"			"Volume unico"	3130	256	"Julita Sansoni, Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 170x240, 2008"
9788808363923	"COLLI Giovanna"	Turismo.com	"Comunicazioni e relazioni nel turismo contemporaneo"	"seconda edizione"	"Volume unico"	2440	360	"Clitt editore. Distribuzione esclusiva Zanichelli, 195x265, 2014"
9788808207937	"VULLO Enzo"	"ART. 721-736 bis"	"Procedimenti in materia di famiglia e di stato delle persone. Tomo II"		"Volume unico"	4200	208	"180x245, 2013"
9788808220493	"RIGHI BELLOTTI Anna-SELMI Claudia"	"Il mondo dell'economia"			"Volume per il secondo biennio"	2540	512	", , 198x267, 2020"
9788808468697	"RIGHI BELLOTTI Anna-SELMI Claudia"	"Il mondo dell'economia"			"Volume per il quinto anno"	2220	464	", , 197x266, 2020"
9788808224378	"SCRIBEDIT "	"Parole per viaggiare Spagnolo"			Spagnolo	1080	216	"112x158, 2011"
9788808263704	"REVLIN Russell"	"Psicologia cognitiva"	"Teoria e pratica"		"Volume unico"	5150	464	"Trad. di M. Tartari, rev. di G. Galfano, 197x270, 2014"
9788808520623	"VERDE Giovanni"	"Diritto processuale civile"	"Volume 2 - Processo di cognizione"	"Quinta edizione"	"Volume 2"	4080	384	", , 170x240, 2017"
9788808820594	"HENNESSY John L-PATTERSON David A"	"Struttura e progetto dei calcolatori"	"Progettare con RISC-V"	"Edizione italiana a cura di Alberto Borghese"	"Volume unico + ebook"	5150	528	", , 205x280, 2019"
9788808420718	"ASLI SCUOLA -COLOMBO Michele-D' ACHILLE Paolo"	"RIF - Repertorio Italiano di Famiglie di parole"	"Dagli etimi ai significati per arricchire il lessico"		"Volume Plus"	2670	672	", , 155x220, 2019"
9788808065476	"DEMARCHI Paolo Giovanni"	"I diritti del consumatore e la nuova class action"			"Volume unico"	9730	656	"Prefazione di Bruno Inzitari, 180x245, 2010"
9788808421289	"PAGANO Aldo-PLOPPER George"	"Principi di Biologia della cellula"		"Prima edizione italiana condotta sulla seconda edizione americana"	"Volume unico"	6150	576	"Trad. di S. Bollini, C. Lo Sicco, R. Tasso, A. Pagano, E. Principi, , 196x270, 2016"
9788808098306	"ABREU Maria Helena-MURTEIRA Rita Benamor"	"Grammatica del portoghese moderno"	"Teoria/Esercizi. Norma europea/Norma brasiliana"		"Volume unico"	5300	496	"170x270, 1994"
9788808254214	"BRAMANTI Marco-PAGANI Carlo Domenico-SALSA Sandro"	"Analisi matematica 1"		"con elementi di geometria e algebra lineare"	"Volume unico"	4750	450	"170x240, 2014"
9788808249760	"MONTIXI COMOGLIO Laura"	"Phrasal Verbs compatto"	Inglese-Italiano		"Volume unico"	1690	480	"1200 phrasal verbs, 130x177, 2008"
9788808265760	"CARRATTA Antonio"	"art. 703-705 Procedimenti possessori"			"Volume unico"	13700	744	", , 180x245, 2018"
9788808720061	"COTTINO Gastone"	"Lineamenti di diritto commerciale"	"Edizione compatta"		"Volume unico"	4000	456	", , 170x240, 2020"
9788808435897	"BERENBAUM May R.-HELLER H. Craig-HILLIS David M.-SADAVA David"	"La nuova biologia.blu"			"L'ambiente, le cellule e i viventi S"	2970	336	", , 230x285, 2015"
9788808449863	"BERENBAUM May R.-HELLER H. Craig-HILLIS David M.-SADAVA David"	"La nuova biologia.blu"			"Dalla cellula alle biotecnologie PLUS"	3620	416	", , 230x285, 2015"
9788808490780	"BERENBAUM May R.-HELLER H. Craig-HILLIS David M.-SADAVA David"	"La nuova biologia.blu"			"Genetica, DNA, evoluzione e corpo umano PLUS"	4160	476	", , 230x285, 2015"
9788808537362	"BERENBAUM May R.-HELLER H. Craig-HILLIS David M.-SADAVA David"	"La nuova biologia.blu"			"Genetica, DNA e corpo umano"	3480	392	", , 230x285, 2015"
9788808537744	"BERENBAUM May R.-HELLER H. Craig-HILLIS David M.-SADAVA David"	"La nuova biologia.blu"			"Il corpo umano PLUS"	2870	312	", , 230x285, 2015"
9788808537751	"BERENBAUM May R.-HELLER H. Craig-HILLIS David M.-SADAVA David"	"La nuova biologia.blu"			"Genetica, DNA ed evoluzione PLUS"	1820	168	", , 230x285, 2015"
9788808637734	"BERENBAUM May R.-HELLER H. Craig-HILLIS David M.-SADAVA David"	"La nuova biologia.blu"			"Anatomia e fisiologia dei viventi S"	3450	392	", , 230x285, 2015"
9788808821218	"BERENBAUM May R.-HELLER H. Craig-HILLIS David M.-SADAVA David"	"La nuova biologia.blu"			"Le cellule e i viventi"	2080	216	", , 230x285, 2015"
9788808837745	"BERENBAUM May R.-HELLER H. Craig-HILLIS David M.-SADAVA David"	"La nuova biologia.blu"			"Dalla cellula al corpo umano"	5150	608	", , 230x385, 2015"
9788808837752	"BERENBAUM May R.-HELLER H. Craig-HILLIS David M.-SADAVA David"	"La nuova biologia.blu"			"Genetica, biologia molecolare ed evoluzione S"	1890	192	", , 230x285, 2015"
9788808937735	"BERENBAUM May R.-HELLER H. Craig-HILLIS David M.-SADAVA David"	"La nuova biologia.blu"			"Le cellule e i viventi PLUS"	2440	240	", , 230x285, 2015"
9788808513021	"BERENBAUM May R.-HELLER H. Craig-HILLIS David M.-SADAVA David"	"La nuova biologia.blu"			"Genetica, DNA, biotecnologie PLUS"	1970	208	", , 230x285, 2015"
9788808034755	"COZZI Renato-RUBINO Carmine-VENZAGHI Italo"	Stechio&Lab	"Le basi dell'analisi chimica"		"Volume 2"	1700	216	"197x265, 2001"
9788808434722	"AMALDI Ugo"	L'Amaldi.verde		"seconda edizione di L'Amaldi 2.0"	"Volume 2"	2180	272	"210x285, 2014"
9788808500939	"AMALDI Ugo"	L'Amaldi.verde		"seconda edizione di L'Amaldi 2.0"	"Volume 1"	2290	304	"210x285, 2014"
9788808534729	"AMALDI Ugo"	L'Amaldi.verde		"seconda edizione di L'Amaldi 2.0"	"Volume 2"	2320	272	"210x285, 2014"
9788808634726	"AMALDI Ugo"	L'Amaldi.verde		"seconda edizione di L'Amaldi 2.0"	"Volume unico"	3390	526	"210x285, 2014"
9788808734723	"AMALDI Ugo"	L'Amaldi.verde		"seconda edizione di L'Amaldi 2.0"	"Volume unico"	3760	526	"210x285, 2014"
9788808934710	"AMALDI Ugo"	L'Amaldi.verde		"seconda edizione di L'Amaldi 2.0"	"Volume 1"	2140	304	"210x285, 2014"
9788808183620	"BONETTI Ennio-BOTTANI Carlo enrico-CICCACCI Franco-KITTEL Charles"	"Introduzione alla fisica dello stato solido"			"Volume unico"	8350	686	"Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 195x240, 2008"
9788808520890		"Cobuild Intermediate Learner's Dictionary"			"Volume unico"	2580	1008	", , 130x197, 2016"
9788808420961	"PRATT Charlotte W-VOET Donald-VOET Judith G"	"Fondamenti di biochimica"		"Quarta edizione italiana condotta sulla quinta edizione americana"	"Volume unico + ebook"	10900	1248	", , 205x292, 2017"
9788808721327		"Greco moderno compatto"	"Dizionario Greco-Italiano Italiano-Greco"	"Terza edizione"	"Volume unico"	1700	528	", , 130x178, 2017"
9788808301314	"SOFRI Francesca-SOFRI Gianni"	"Conoscere il mondo"		"seconda edizione"	"Geografia dei paesi extraeuropei"	2330	320	"230x285, 2014"
9788808600844	"SOFRI Francesca-SOFRI Gianni"	"Conoscere il mondo"		"seconda edizione"	"Geografia dell'Europa e dell'Italia"	1920	272	"230x285, 2014"
9788808937308	"CAVAZZUTI Cristina-DAMIANO Daniela-GANDELLI Guido"	Biologia	"con elementi di botanica"		"Volume unico"	2360	312	", , 210x285, 2016"
9788808937889	"RODATO Silvano"	"Alimenti, turismo e ambiente"	"Scienza e cultura dell'alimentazione per i servizi di accoglienza turistica"		"Volume unico per il quinto anno"	2020	256	", Clitt editore. Distribuzione esclusiva Zanichelli, 230x285, 2015"
9788808220745	"DAMBROSIO Walter"	"Analisi matematica Fare e comprendere"	"Con elementi di probabilità e statistica"		"Volume unico"	3640	448	", , 170x240, 2018"
9788808059383	"CATTANEO Giovanni"	"Art. 231-249"	FILIAZIONE	"1 ed."	"Volume unico"	2900	272	"180x245, 1988"
9788808920348	"AMALDI Francesco-BENEDETTI Piero-PESOLE Graziano-PLEVANI Paolo"	"Tecniche e metodi per la biologia molecolare"			"Volume unico + ebook"	2701	250	", Casa Editrice Ambrosiana. Distribuzione esclusiva Zanichelli, 0x0, 2020"
9788808160737	"CAPUANO Fabio-CASSESE Antonio"	"Esplorare gli alimenti"	"Analisi e controlli chimici dei prodotti alimentari"		"Volume unico"	3130	352	"Clitt editore. Distribuzione esclusiva Zanichelli, 197x285, 2014"
9788808720320	"BELSKY Janet"	"Psicologia dello sviluppo"		"Seconda edizione italiana condotta sulla quinta edizione americana"	"Volume unico + ebook"	5800	560	", , 205x280, 2020"
