"IDLuogo";"X";"Y";"Descrizione";"Origine";"Periodo";"Sito";"Gruppo";"Tipo";"Telefono";"Strada";"Citta";"Provincia";"Regione"
9352;8,18;40,61;"Villa Romana Sant'Imbenia (I sec)";"romani";"I d.c.";"Alghero ";"";"villa";"";"SP55";"Alghero";"SS";"SAR"
9353;8,28;40,59;"Ponte Romano-Medievale - SS127bis Fertilia";"romani";"";"Alghero ";"architettonico";"ponte";"";"SS127bis";"Alghero";"SS";"SAR"
9354;8,35;40,56;"Necrop Romana di Monte Carru (I sec)";"romani";"I d.c.";"Alghero ";"sepolture";"necropoli";"";"Via Carrabuffas";"Alghero";"SS";"SAR"
9362;8,48;40,28;"Necropoli romana Monte Furru";"romani";"";"Bosa ";"sepolture";"necropoli";"";"S'Istagnone";"Bosa";"OR";"SAR"
9363;8,50;40,09;"Citta'$ romana di Cornus";"romani";"";"Cuglieri ";"abitato";"citta";"";"Via dell'Alisso";"Cuglieri";"OR";"SAR"
9364;8,57;40,83;"Area archeologica romana di Santa Filitica";"romani";"";"Sorso ";"musei e parchi";"area archeologica";"";"SP81";"Sorso";"SS";"SAR"
9365;8,66;40,09;"Ponte Romano";"romani";"";"Bonarcado ";"architettonico";"ponte";"";"SP11";"Paulilatino";"OR";"SAR"
9366;8,79;40,01;"Casteddu Ecciu. Domus de Janas strut rom";"romani";"";"Fordongianus ";"abitato";"domus";"";"Via Rosa Sanna";"Fordongianus";"OR";"SAR"
9367;8,81;39,99;"Ponte Romano";"romani";"";"Fordongianus ";"architettonico";"ponte";"";"SS388";"Fordongianus";"OR";"SAR"
9368;8,81;39,99;"Ipogeo Tardo-Roman Sa Domu de Sa Sennora";"romani";"";"Fordongianus ";"ipogei";"ipogeo";"";"SS388";"Fordongianus";"OR";"SAR"
9369;8,82;40,08;"Tratto di Strada Romana";"romani";"";"Ghilarza ";"";"";"";"SP23";"Ghilarza";"OR";"SAR"
9370;8,82;40,08;"Ponte Romano (Ruderi)";"romani";"";"Ghilarza ";"abitato";"ruderi";"";"SP23";"Ghilarza";"OR";"SAR"
9372;8,94;40,12;"Tempio Romano di Giove Monte Onnariu";"romani";"";"Bidoni ";"religione";"templi";"";"SP15";"Sorradile";"OR";"SAR"
9373;8,97;40,61;"Ponte romano Pont'Ezzu";"romani";"";"Ozieri ";"architettonico";"ponte";"";"";"Ozieri";"SS";"SAR"
9374;9,01;38,98;"tratto di mura urbane";"romani";"";"Nora ";"difesa";"mura";"";"Via Sant' Efisio";"Pula";"CA";"SAR"
9375;9,01;38,98;"Terme a Mare e pozzo nuragico";"romani";"";"Nora ";"abitato";"terme";"";"Via Sant' Efisio";"Pula";"CA";"SAR"
9376;9,01;38,98;"Casa dell'atrio tetrastilio";"romani";"";"Nora ";"abitato";"case";"";"Via Sant' Efisio";"Pula";"CA";"SAR"
9377;9,01;38,98;"strut murarie blocchi squadrati";"romani";"";"Nora ";"difesa";"mura";"";"Via Sant' Efisio";"Pula";"CA";"SAR"
9378;9,01;38,98;"Santuario di Esculapio e Tempio di Eshmun";"romani";"";"Nora ";"religione";"templi";"";"Via Sant' Efisio";"Pula";"CA";"SAR"
9379;9,01;38,98;"Basilica";"romani";"";"Nora ";"religione";"basilica";"";"Via Sant' Efisio";"Pula";"CA";"SAR"
9380;9,01;38,98;"ruderi di edifici";"romani";"";"Nora ";"abitato";"ruderi";"";"Via Sant' Efisio";"Pula";"CA";"SAR"
9381;9,01;38,98;"Teatro (II sec)";"romani";"II d.c.";"Nora ";"abitato";"teatro";"";"Via Sant' Efisio";"Pula";"CA";"SAR"
9382;9,01;38,98;"Foro";"romani";"";"Nora ";"";"foro";"";"Via Sant' Efisio";"Pula";"CA";"SAR"
9383;9,01;38,98;"porto nord-orientale";"romani";"";"Nora ";"navale";"porto";"";"Via Sant' Efisio";"Pula";"CA";"SAR"
9384;9,01;38,98;"Porto Nord-Occidentale";"romani";"";"Nora ";"navale";"porto";"";"Via Sant' Efisio";"Pula";"CA";"SAR"
9385;9,02;38,98;"Acropoli";"romani";"";"Nora ";"abitato";"acropoli";"";"Via Sant' Efisio";"Pula";"CA";"SAR"
9386;9,02;38,98;"ancoraggio orientale";"romani";"";"Nora ";"navale";"ancoraggio";"";"Via Sant' Efisio";"Pula";"CA";"SAR"
9390;9,11;39,22;"Anfiteatro Romano (I sec)";"romani";"I d.c.";"Cagliari ";"abitato";"teatro";"";"Viale Sant'Ignazio";"Cagliari";"CA";"SAR"
9393;9,49;39,14;"Resti Insed.Romani Santa Maria II";"romani";"";"Villasimius ";"abitato";"ruderi";"";"SP17";"Villasimius";"CA";"SAR"
9394;9,49;39,14;"Terme romane di Santa Maria";"romani";"";"Villasimius ";"abitato";"terme";"";"SP17";"Villasimius";"CA";"SAR"
9395;9,49;39,14;"Resti Insed.Romani Santa Maria I";"romani";"";"Villasimius ";"abitato";"ruderi";"";"SP17";"Villasimius";"CA";"SAR"
9397;9,03;40,34;"Ponte Romano Ezzu";"romani";"";"Illorai ";"architettonico";"ponte";"";"SS128bis";"Illorai";"SS";"SAR"
9398;9,03;40,70;"Insediamento romano di Castro";"romani";"";"Oschiri ";"";"insediamento";"";"SS597";"Oschiri";"OT";"SAR"
9399;9,06;39,79;"Insediamento romano di Cannedu";"romani";"";"Nurallao ";"";"insediamento";"";"SS197";"Gesturi";"VS";"SAR"
9402;9,09;39,77;"Insed e Necrop romana Sa Bidda Eccia";"romani";"";"Nurallao ";"sepolture";"necropoli";"";"Strada Statale 128 Centrale Sarda";"Nurallao";"CA";"SAR"
9403;9,10;39,51;"Terme romane Funtana Bangius";"romani";"";"Ortacesus ";"abitato";"terme";"";"SS547";"Guasila";"CA";"SAR"
9405;9,13;39,73;"Ponte romano di Rio Brabaciera";"romani";"";"Isili ";"architettonico";"ponte";"";"SS128";"Serri";"CA";"SAR"
9407;9,18;39,34;"Insediamento Romano";"romani";"";"Soleminis ";"";"insediamento";"";"Via Mitza Murgia";"Soleminis";"CA";"SAR"
9408;9,19;39,53;"Scavi archeol - Terme Romane";"romani";"";"San Basilio ";"abitato";"terme";"";"";"San Basilio";"CA";"SAR"
9409;9,25;39,87;"Ponte Romano Berissai";"romani";"";"Seulo ";"architettonico";"ponte";"";"SP8";"Seulo";"CA";"SAR"
9410;9,31;40,42;"Villaggio romano e Nuraghe S. Efisio";"romani";"";"Orune ";"";"nuraghe";"";"SS389";"Orune";"NU";"SAR"
9411;9,50;40,93;"Acquedotto Romano";"romani";"";"Olbia ";"abitato";"acquedotto";"";"Via G buon";"Olbia";"OT";"SAR"
9412;9,50;40,88;"Fattoria romana S'Imbalconadu  (II sec.aC)";"romani";"II a.c.";"Olbia ";"";"";"";"Via Melis Antonio";"Olbia";"OT";"SAR"
9413;9,50;40,93;"Acquedotto Romano - Cisterna";"romani";"";"Olbia ";"abitato";"acquedotto";"";"SS125";"Olbia";"OT";"SAR"
9414;12,25;41,77;"necropoli Isola Sacra (IV sec)";"romani";"IV d.c.";"Fiumicino ";"sepolture";"necropoli";"";"Via dell'Aeroporto di Fiumicino";"Fiumicino";"RM";"LAZ"
9415;12,25;41,77;"necropoli Isola Sacra";"romani";"";"Fiumicino ";"sepolture";"necropoli";"";"Via Rombon";"Fiumicino";"RM";"LAZ"
9416;12,26;41,76;"necropoli Isola Sacra";"romani";"";"Fiumicino ";"sepolture";"necropoli";"";"Via Valle Sacra";"Fiumicino";"RM";"LAZ"
9417;12,28;41,75;"Palazzo Imperiale";"romani";"";"Ostia ";"";"palazzo";"";"";"Roma";"RM";"LAZ"
9418;12,43;37,80;"z.archeol Lilibeo e villa romana (II sec)";"romani";"II d.c.";"Marsala ";"";"villa";"";"Lungomare Salinella";"Marsala";"TP";"SIC"
9419;12,47;41,66;"Tredici are";"romani";"";"Pratica di Mare ";"";"";"";"Via di Pratica di Mare";"Pomezia";"RM";"LAZ"
9420;12,48;41,66;"Heroon di Enea";"romani";"";"Pratica di Mare ";"";"";"";"Via di Pratica di Mare";"Pomezia";"RM";"LAZ"
9421;12,47;41,66;"Terme";"romani";"";"Pratica di Mare ";"abitato";"terme";"";"Via di Pratica di Mare";"Pomezia";"RM";"LAZ"
9422;12,47;41,66;"abitazioni";"romani";"";"Pratica di Mare ";"abitato";"abitazioni";"";"Via di Pratica di Mare";"Pomezia";"RM";"LAZ"
9423;12,47;41,66;"Acropoli";"romani";"";"Pratica di Mare ";"abitato";"acropoli";"";"Via di Pratica di Mare";"Pomezia";"RM";"LAZ"
9424;12,47;41,66;"area urbana";"romani";"";"Pratica di Mare ";"musei e parchi";"area archeologica";"";"Via di Pratica di Mare";"Pomezia";"RM";"LAZ"
9425;12,34;41,71;"Villa Di Plinio (Rovine)";"romani";"";"Castel Fusano ";"";"villa";"";"";"Roma";"RM";"LAZ"
9426;12,28;41,74;"sinagoga";"romani";"";"Ostia ";"";"";"";"Via Guido Calza";"Roma";"RM";"LAZ"
9427;12,28;41,75;"Terme di Marciana";"romani";"";"Ostia ";"abitato";"terme";"";"Via Guido Calza";"Roma";"RM";"LAZ"
9428;12,28;41,75;"Casa dei Dioscuri";"romani";"";"Ostia ";"abitato";"case";"";"";"Roma";"RM";"LAZ"
9429;12,29;41,75;"necropoli";"romani";"";"Ostia ";"sepolture";"necropoli";"";"Viale dei Romagnoli";"Roma";"RM";"LAZ"
9430;12,28;41,75;"Casa delle Muse";"romani";"";"Ostia ";"abitato";"case";"";"";"Roma";"RM";"LAZ"
9431;12,28;41,75;"Quartier generale fabbricanti di navi";"romani";"";"Ostia ";"";"";"";"";"Roma";"RM";"LAZ"
9432;12,28;41,75;"Scuola traianea";"romani";"";"Ostia ";"";"";"";"";"Roma";"RM";"LAZ"
9433;12,29;41,75;"Porta Laurentina";"romani";"";"Ostia ";"architettonico";"porta";"";"";"Roma";"RM";"LAZ"
9434;12,28;41,75;"Campo Magna Mater";"romani";"";"Ostia ";"";"";"";"";"Roma";"RM";"LAZ"
9435;12,29;41,75;"Schola Hastiferi";"romani";"";"Ostia ";"";"";"";"";"Roma";"RM";"LAZ"
9436;12,28;41,75;"Terme di Trinacria";"romani";"";"Ostia ";"abitato";"terme";"";"";"Roma";"RM";"LAZ"
9437;12,28;41,75;"Basilica (cristiana)";"romani";"";"Ostia ";"religione";"basilica";"";"";"Roma";"RM";"LAZ"
9438;12,28;41,75;"Erotis Ninphaeum";"romani";"";"Ostia ";"";"";"";"";"Roma";"RM";"LAZ"
9439;12,28;41,75;"Tempio Rotondo";"romani";"";"Ostia ";"religione";"templi";"";"";"Roma";"RM";"LAZ"
9440;12,28;41,75;"Terme di Mitra";"romani";"";"Ostia ";"abitato";"terme";"";"";"Roma";"RM";"LAZ"
9441;12,28;41,75;"Domus di Amore e Psiche";"romani";"";"Ostia ";"abitato";"domus";"";"";"Roma";"RM";"LAZ"
9442;12,28;41,75;"Tempio di Ercole";"romani";"";"Ostia ";"religione";"templi";"";"";"Roma";"RM";"LAZ"
9443;12,28;41,75;"Epagazio e Epafrodito";"romani";"";"Ostia ";"";"";"";"";"Roma";"RM";"LAZ"
9444;12,28;41,75;"Capitolium Curia";"romani";"";"Ostia ";"";"";"";"";"Roma";"RM";"LAZ"
9445;12,28;41,75;"Museo";"romani";"";"Ostia ";"";"museo";"";"";"Roma";"RM";"LAZ"
9446;12,28;41,75;"Capitolium.  Tempio di Giove";"romani";"";"Ostia ";"religione";"templi";"";"";"Roma";"RM";"LAZ"
9447;12,28;41,75;"Basilica";"romani";"";"Ostia ";"religione";"basilica";"";"";"Roma";"RM";"LAZ"
9448;12,28;41,75;"Domus del Tempio Rotondo";"romani";"";"Ostia ";"abitato";"domus";"";"";"Roma";"RM";"LAZ"
9449;12,28;41,75;"Thermopolium";"romani";"";"Ostia ";"";"";"";"";"Roma";"RM";"LAZ"
9450;12,28;41,75;"Tempio di Roma e Augusto";"romani";"";"Ostia ";"religione";"templi";"";"";"Roma";"RM";"LAZ"
9451;12,28;41,75;"Casa di Diana";"romani";"";"Ostia ";"abitato";"case";"";"";"Roma";"RM";"LAZ"
9452;12,28;41,75;"Foro Termale";"romani";"";"Ostia ";"abitato";"terme";"";"";"Roma";"RM";"LAZ"
9453;12,28;41,75;"Grande Horrea";"romani";"";"Ostia ";"abitato";"horrea";"";"";"Roma";"RM";"LAZ"
9454;12,29;41,75;"Mitreo dei Serpenti";"romani";"";"Ostia ";"religione";"mitreo";"";"";"Roma";"RM";"LAZ"
9455;12,29;41,75;"Envious Insula";"romani";"";"Ostia ";"";"";"";"";"Roma";"RM";"LAZ"
9456;12,29;41,75;"Villaggio del Sole";"romani";"";"Ostia ";"";"villaggio";"";"";"Roma";"RM";"LAZ"
9457;12,29;41,75;"Mulini";"romani";"";"Ostia ";"";"mulino";"";"";"Roma";"RM";"LAZ"
9458;12,29;41,75;"C.Fortuna Annonaria";"romani";"";"Ostia ";"";"";"";"";"Roma";"RM";"LAZ"
9459;12,29;41,75;"Teatro";"romani";"";"Ostia ";"abitato";"teatro";"";"";"Roma";"RM";"LAZ"
9460;12,29;41,75;"Collegio degi Augustali";"romani";"";"Ostia ";"";"";"";"";"Roma";"RM";"LAZ"
9461;12,29;41,75;"Horrea di Ortensius";"romani";"";"Ostia ";"abitato";"horrea";"";"";"Roma";"RM";"LAZ"
9462;12,29;41,75;"Foro";"romani";"";"Ostia ";"";"foro";"";"";"Roma";"RM";"LAZ"
9463;12,29;41,75;"Corpo di Guardia";"romani";"";"Ostia ";"";"";"";"";"Roma";"RM";"LAZ"
9464;12,29;41,75;"Terme di Nettuno";"romani";"";"Ostia ";"abitato";"terme";"";"";"Roma";"RM";"LAZ"
9465;12,29;41,75;"Sabazeum";"romani";"";"Ostia ";"";"";"";"";"Roma";"RM";"LAZ"
9466;12,29;41,75;"decumano massimo";"romani";"";"Ostia ";"";"decumano";"";"";"Roma";"RM";"LAZ"
9467;12,29;41,75;"Horrea";"romani";"";"Ostia ";"abitato";"horrea";"";"";"Roma";"RM";"LAZ"
9469;12,29;41,75;"terme";"romani";"";"Ostia ";"abitato";"terme";"";"";"Roma";"RM";"LAZ"
9470;12,29;41,75;"Piazza della Vittoria";"romani";"";"Ostia ";"architettonico";"piazza";"";"";"Roma";"RM";"LAZ"
9471;12,29;41,75;"Porta Romana e Muro Sillano";"romani";"";"Ostia ";"architettonico";"porta";"";"";"Roma";"RM";"LAZ"
9472;12,29;41,75;"Necropoli";"romani";"";"Ostia ";"sepolture";"necropoli";"";"";"Roma";"RM";"LAZ"
9473;12,30;41,75;"ingresso zona archeologica";"romani";"";"Ostia ";"musei e parchi";"zona archeologica";"";"Viale dei Romagnoli";"";"RM";"LAZ"
9475;12,46;41,88;"Santuario siriaco (IV sec villa Sciarra)-V.Dandolo";"romani";"IV d.c.";"Roma ";"";"villa";"";"";"Roma";"RM";"LAZ"
9476;12,46;41,90;"Mausoleo Adriano (II sec)-Castel Sant'Angelo";"romani";"II d.c.";"Roma ";"sepolture";"mausoleo";"";"";"Roma";"RM";"LAZ"
9477;12,46;41,90;"Ponte Sant'Angelo (II sec)-Lungotevere Castello";"romani";"II d.c.";"Roma ";"difesa";"castello";"";"";"Roma";"RM";"LAZ"
9478;12,46;41,89;"Mura Aureliane (III sec)-Vicolo Moroni";"romani";"III d.c.";"Roma ";"difesa";"mura";"";"Vicolo Moroni";"Roma";"RM";"LAZ"
9479;12,46;41,88;"Ch.S.Maria in Trastevere (parti terme Caracalla)";"romani";"";"Roma ";"abitato";"terme";"";"";"Roma";"RM";"LAZ"
9480;12,47;41,87;"Porticus Aemilia (II sec.aC)-V.B.Franklin";"romani";"II a.c.";"Roma ";"";"";"";"Via Beniamino Franklin";"Roma";"RM";"LAZ"
9481;12,47;41,90;"Stadio di Domiziano (I sec rud)-Pza Tor Sanguigna";"romani";"I d.c.";"Roma ";"";"";"";"";"Roma";"RM";"LAZ"
9482;12,47;41,88;"Basilica S.Crisogono (V sec)-Pza San Crisogono";"romani";"V d.c.";"Roma ";"religione";"basilica";"";"Piazza Sidney Sonnino";"Roma";"RM";"LAZ"
9483;12,47;41,88;"Fontana Testaccio (sarcofago III sec)-Lungotevere";"romani";"III d.c.";"Roma ";"abitato";"arco";"";"Lungotevere Testaccio";"Roma";"RM";"LAZ"
9484;12,47;41,87;"Mura Aureliane (III sec)-V.Campo Boario";"romani";"III d.c.";"Roma ";"difesa";"mura";"";"Via Nicola Zabaglia";"Roma";"RM";"LAZ"
9485;12,47;41,87;"scarico Monte Testaccio (II sec)-V-Monte Testaccio";"romani";"II d.c.";"Roma ";"";"";"";"";"Roma";"RM";"LAZ"
9486;12,47;41,88;"Emporium";"romani";"";"Roma ";"";"emporio";"";"Lungotevere Testaccio";"Roma";"RM";"LAZ"
9487;12,47;41,88;"Horrea";"romani";"";"Roma ";"abitato";"horrea";"";"Via Antonio Cecchi";"Roma";"RM";"LAZ"
9488;12,47;41,88;"Ch.S.Anselmo (mosaico III sec)-Pza Cavalieri Malta";"romani";"III d.c.";"Roma ";"";"mosaico";"";"";"Roma";"RM";"LAZ"
9489;12,47;41,88;"Basilica S.Sabina (V sec)-V.S.Sabina";"romani";"V d.c.";"Roma ";"religione";"basilica";"";"Piazza Pietro d'Illiria";"Roma";"RM";"LAZ"
9490;12,47;41,88;"S.Cecilia in Trastevere (III sec)-Pza S.Cecilia";"romani";"III d.c.";"Roma ";"";"";"";"Via Anicia";"Roma";"RM";"LAZ"
9492;12,47;41,88;"Ponte Rotto-V.Ponte Rotto";"romani";"";"Roma ";"architettonico";"ponte";"";"Ponte Palatino";"Roma";"RM";"LAZ"
9493;12,47;41,88;"Ponte Cestio (IV Sec)-Lungotevere Anguillara";"romani";"IV d.c.";"Roma ";"architettonico";"ponte";"";"Ponte Cestio";"Roma";"RM";"LAZ"
9494;12,48;41,89;"Porticus Triumphalis (I sec.aC)-Vico Jugario";"romani";"I a.c.";"Roma ";"";"";"";"Via del Teatro di Marcello";"Roma";"RM";"LAZ"
9495;12,47;41,89;"Teatro di Marcello (I sec.aC)-V.Teatro Marcello";"romani";"I a.c.";"Roma ";"abitato";"teatro";"";"Via del Foro Olitorio";"Roma";"RM";"LAZ"
9496;12,47;41,89;"PonteFabricio (I sec.a.C.)";"romani";"I a.c.";"Roma ";"architettonico";"ponte";"";"";"Roma";"RM";"LAZ"
9499;12,47;41,89;"Area Sacra (III sec.aC)-Largo di Torre Argentina";"romani";"III a.c.";"Roma ";"difesa";"torre";"";"";"Roma";"RM";"LAZ"
9500;12,47;41,89;"Abate Luigi (statua romana)-Cso Vittorio Emanuele";"romani";"";"Roma ";"architettonico";"statua";"";"";"Roma";"RM";"LAZ"
9501;12,47;41,89;"Basilica Neptuni (II sec)-Pza Rotonda";"romani";"II d.c.";"Roma ";"religione";"basilica";"";"";"Roma";"RM";"LAZ"
9502;12,47;41,89;"Pantheon (I sec.aC)-Pza Rotonda";"romani";"I a.c.";"Roma ";"";"";"";"";"Roma";"RM";"LAZ"
9503;12,47;41,89;"Tempio di Adriano (II sec)-Pza di Pietra";"romani";"II d.c.";"Roma ";"religione";"templi";"";"";"Roma";"RM";"LAZ"
9504;12,47;41,90;"Colonna Marco Aurelio (II sec)-Pza Colonna";"romani";"II d.c.";"Roma ";"abitato";"arco";"";"";"Roma";"RM";"LAZ"
9505;12,47;41,90;"Mausoleo di Augusto (I sec)-Pza Augusto Imperatore";"romani";"I d.c.";"Roma ";"sepolture";"mausoleo";"";"Piazza Augusto Imperatore";"Roma";"RM";"LAZ"
9506;12,47;41,90;"Ara Pacis Augustae (I sec.aC)-V.Ripetta";"romani";"I a.c.";"Roma ";"religione";"ara";"";"";"Roma";"RM";"LAZ"
9507;12,62;41,44;"Grotte di Nerone";"romani";"";"Anzio ";"ipogei";"grotte";"";"Riviera Vittorio Mallozzi";"Anzio";"RM";"LAZ"
9508;12,61;41,44;"Villa di Nerone";"romani";"";"Anzio ";"";"villa";"";"Via Fanciulla d'Anzio";"Anzio";"RM";"LAZ"
9509;12,51;41,57;"(Castrum Inui) ingresso zona archeologica";"romani";"";"Ardea ";"musei e parchi";"zona archeologica";"";"Via delle Salzare";"Ardea";"RM";"LAZ"
9510;12,51;41,57;"(Castrum Inui) Via delle Salzare";"romani";"";"Ardea ";"difesa";"castro";"";"Via delle Salzare";"Ardea";"RM";"LAZ"
9511;12,54;41,60;"Tempio della Noce: parcheggio auto";"romani";"";"Ardea ";"religione";"templi";"";"Via Santa Marina";"Ardea";"RM";"LAZ"
9512;12,54;41,60;"Tempio della Noce";"romani";"";"Ardea ";"religione";"templi";"";"Via Santa Marina";"Ardea";"RM";"LAZ"
9513;12,54;41,61;"Tempio di Giunone";"romani";"";"Ardea ";"religione";"templi";"";"Via del Tempio";"Ardea";"RM";"LAZ"
9514;12,48;41,66;"Porta";"romani";"";"Pratica di Mare ";"architettonico";"porta";"";"Via di Pratica di Mare";"Pomezia";"RM";"LAZ"
9515;12,48;41,66;"Tempio di Minerva";"romani";"";"Pratica di Mare ";"religione";"templi";"";"Via di Pratica di Mare";"Pomezia";"RM";"LAZ"
9516;12,48;41,66;"ingresso zona archeol.";"romani";"";"Pratica di Mare (Lavinium) ";"musei e parchi";"zona archeologica";"";"Via di Pratica di Mare";"Pomezia";"RM";"LAZ"
9517;12,66;41,72;"Sepolcro Degli Orazi E Curiazi (II sec)";"romani";"II d.c.";"Albano Laziale ";"sepolture";"sepolcreto";"";"Via Appia Nuova";"Albano Laziale";"RM";"LAZ"
9518;12,66;41,73;"Cisternone (II sec.d.C.)";"romani";"II d.c.";"Albano Laziale ";"architettonico";"cisterna";"";"Via Aurelio Saffi";"Albano Laziale";"RM";"LAZ"
9519;12,65;41,73;"Porta Pretoria (sec.II d.C.)";"romani";"II d.c.";"Albano Laziale ";"architettonico";"porta";"";"";"Albano Laziale";"RM";"LAZ"
9520;12,66;41,73;"Anfiteatro Romano (sec.III d.C.)";"romani";"III d.c.";"Albano Laziale ";"abitato";"teatro";"";"Via San Francesco d'Assisi";"Albano Laziale";"RM";"LAZ"
9521;12,65;41,76;"mitreo di Marino (III sec)";"romani";"III d.c.";"Marino ";"religione";"mitreo";"";"Via Costa Batocchi";"Marino";"RM";"LAZ"
9523;12,52;41,85;"Tomba Di Cecilia Metella- V.A.Antica 171";"romani";"";"Roma ";"sepolture";"tomba";"";"Via Appia Antica";"Roma";"RM";"LAZ"
9524;12,51;41,85;"Circo e Villa Massenzio (IV sec)";"romani";"IV d.c.";"Roma ";"";"villa";"";"Via Appia Antica";"Roma";"RM";"LAZ"
9525;12,51;41,85;"Tomba Romolo (figlio Massenzio)-V.A.Antica 153";"romani";"";"Roma ";"sepolture";"tomba";"";"Via Appia Antica";"Roma";"RM";"LAZ"
9526;12,52;41,85;"Colombario costantiniano (tomba II sec)";"romani";"II d.c.";"Roma ";"sepolture";"tomba";"";"Via dell'Almone";"Roma";"RM";"LAZ"
9528;12,51;41,85;"Catacombe S.Callisto - ingres - V.Appia Antica 126";"romani";"";"Roma ";"sepolture";"catacombe";"";"Vicolo delle Sette Chiese";"Roma";"RM";"LAZ"
9529;12,50;41,87;"Arco di Druso (III sec)-V.Pta S.Sebastiano";"romani";"III d.c.";"Roma ";"abitato";"arco";"";"Via di Porta San Sebastiano";"Roma";"RM";"LAZ"
9530;12,50;41,87;"Porta San Sebastiano (V sec)";"romani";"V d.c.";"Roma ";"architettonico";"porta";"";"Via Appia Antica";"Roma";"RM";"LAZ"
9531;12,50;41,87;"Sepolcro di Orazio-V.A.Antica 19";"romani";"";"Roma ";"sepolture";"sepolcreto";"";"Via Appia Antica";"Roma";"RM";"LAZ"
9532;12,50;41,87;"colombari sotto cavalcavia Via Cilicia (II sec)";"romani";"II d.c.";"Roma ";"";"";"";"Via Appia Antica";"Roma";"RM";"LAZ"
9533;12,50;41,86;"Sepolcro di Geta (figlio Settimio Severo)";"romani";"";"Roma ";"sepolture";"sepolcreto";"";"Via Appia Antica";"Roma";"RM";"LAZ"
9534;12,50;41,86;"Tomba di Priscilla (I sec.aC)-V.A.Antica 76";"romani";"I a.c.";"Roma ";"sepolture";"tomba";"";"Via Appia Antica";"Roma";"RM";"LAZ"
9536;12,50;41,86;"Colombario liberti Augusto (I sec)-V.A.Antica 87";"romani";"I d.c.";"Roma ";"";"";"";"Via Appia Antica";"Roma";"RM";"LAZ"
9537;12,50;41,85;"Cimitero S.Domitilla. Via Delle Sette Chiese";"romani";"";"Roma ";"sepolture";"cimitero";"";"Via delle Sette Chiese";"Roma";"RM";"LAZ"
9538;12,50;41,86;"ipogeo sabazianista di Vibia-V.A.Antica 101";"romani";"";"Roma ";"ipogei";"ipogeo";"";"Via Appia Antica";"Roma";"RM";"LAZ"
9543;12,51;41,85;"Catacombe Di Pretestato (III sec)-V.Appia.Pignat";"romani";"III d.c.";"Roma ";"sepolture";"catacombe";"";"Via Appia Pignatelli";"Roma";"RM";"LAZ"
9544;12,51;41,86;"Tempio Dio Rediculo (II sec sepolcro Annia Regilla";"romani";"II d.c.";"Roma ";"religione";"templi";"";"Via della Caffarella";"Roma";"RM";"LAZ"
9545;12,52;41,85;"Ninfeo di Egeria (II sec ex villa Erode Attico)";"romani";"II d.c.";"Roma ";"";"villa";"";"Vicolo di Sant'Urbano";"Roma";"RM";"LAZ"
9546;12,52;41,85;"Chiesa S.Urbano (ex tempio romano II sec)";"romani";"II d.c.";"Roma ";"religione";"chiesa";"";"Vicolo di Sant'Urbano";"Roma";"RM";"LAZ"
9547;12,53;41,86;"Sepolcro Valerii (II sec)-V.Arco Travertino";"romani";"II d.c.";"Roma ";"sepolture";"sepolcreto";"";"Via dell'Arco di Travertino";"Roma";"RM";"LAZ"
9549;12,53;41,86;"Sepolcro Calpurni-V.Arco Travertino 151";"romani";"";"Roma ";"sepolture";"sepolcreto";"";"";"Roma";"RM";"LAZ"
9550;12,53;41,86;"Villa Demetriade Basil S.Stefano (V sec)-V.Demetri";"romani";"V d.c.";"Roma ";"";"villa";"";"Via Demetriade";"Roma";"RM";"LAZ"
9551;12,48;41,87;"Piramide Cestia (I sec.aC)-Pzale Ostiense";"romani";"I a.c.";"Roma ";"";"";"";"Via Raffaele Persichetti";"Roma";"RM";"LAZ"
9552;12,48;41,87;"Porta S.Paolo-Piazzale Ostiense";"romani";"";"Roma ";"architettonico";"porta";"";"Piazzale Ostiense";"Roma";"RM";"LAZ"
9553;12,48;41,87;"Ch.SS Saba (frammenti romani interno-V.Bernini";"romani";"";"Roma ";"religione";"chiesa";"";"Piazza Gian Lorenzo Bernini";"Roma";"RM";"LAZ"
9554;12,48;41,88;"Mura Serviane (IV sec.aC)-V.le Gelsomini";"romani";"IV a.c.";"Roma ";"difesa";"mura";"";"Piazza Albania";"Roma";"RM";"LAZ"
9555;12,48;41,88;"Ch.S.Balbina (ruderi romani dintorni)-Pza S.Balbin";"romani";"";"Roma ";"abitato";"ruderi";"";"Via di Santa Balbina";"Roma";"RM";"LAZ"
9556;12,48;41,88;"Ch.S.Prisca (III sec)-V.S.Prisca";"romani";"III d.c.";"Roma ";"religione";"chiesa";"";"";"Roma";"RM";"LAZ"
9557;12,48;41,88;"Terme Deciane (III sec)-V.Marcella";"romani";"III d.c.";"Roma ";"abitato";"terme";"";"Piazza del Tempio di Diana";"Roma";"RM";"LAZ"
9559;12,48;41,88;"Pta Capena (inizio Via Appia Antica)";"romani";"";"Roma ";"";"";"";"Piazza di Porta Capena";"Roma";"RM";"LAZ"
9560;12,49;41,88;"Ch.S.Gregorio Magno (ruderi dintorni)";"romani";"";"Roma ";"abitato";"ruderi";"";"Piazza di San Gregorio";"Roma";"RM";"LAZ"
9562;12,48;41,88;"Domus Severiana (III sec)";"romani";"III d.c.";"Roma ";"abitato";"domus";"";"Via dei Cerchi";"Roma";"RM";"LAZ"
